timestamp,step,epoch,eval_loss,wer,cer,eval_samples_per_second,eval_steps_per_second,eval_runtime
2026-01-22T16:00:29.204895,4,1.0,1.8076846599578857,0.7404580152671756,0.16584627035213934,16.444,2.055,1.946
2026-01-22T16:00:40.339992,8,2.0,1.7989325523376465,0.7404580152671756,0.16773949261643317,17.612,2.201,1.817
2026-01-22T16:00:50.293611,12,3.0,1.7505699396133423,0.7404580152671756,0.16357440363498674,17.593,2.199,1.8189
2026-01-22T16:01:00.059158,16,4.0,1.69997239112854,0.7251908396946565,0.1597879591063991,17.343,2.168,1.8451
2026-01-22T16:01:10.015087,20,5.0,1.5763070583343506,0.6412213740458015,0.13744793638773192,17.693,2.212,1.8086
2026-01-22T16:01:19.525270,24,6.0,1.458101511001587,0.5826972010178118,0.1234380916319576,18.126,2.266,1.7654
2026-01-22T16:01:28.985916,28,7.0,1.3713884353637695,0.5419847328244275,0.11359333585762968,17.375,2.172,1.8418
2026-01-22T16:01:38.535262,32,8.0,1.2811362743377686,0.5190839694656488,0.10602044680045437,17.632,2.204,1.8149
2026-01-22T16:01:48.381302,36,9.0,1.1784746646881104,0.4910941475826972,0.09882620219613783,15.786,1.973,2.0271
2026-01-22T16:01:57.941644,40,10.0,1.0871953964233398,0.455470737913486,0.09238924649753881,17.227,2.153,1.8575
2026-01-22T16:02:07.691187,44,11.0,0.9960445761680603,0.4223918575063613,0.08519500189322227,16.246,2.031,1.9697
2026-01-22T16:02:17.212789,48,12.0,0.9172471761703491,0.3893129770992366,0.07989397955319955,17.413,2.177,1.8377
2026-01-22T16:02:26.806810,52,13.0,0.8460133671760559,0.3638676844783715,0.07307837940174176,17.479,2.185,1.8307
2026-01-22T16:02:36.556185,56,14.0,0.7799680829048157,0.3435114503816794,0.07080651268458917,16.683,2.085,1.9181
2026-01-22T16:02:46.143638,60,15.0,0.7221372127532959,0.3104325699745547,0.06588413479742522,17.381,2.173,1.8411
2026-01-22T16:02:55.831607,64,16.0,0.6733090877532959,0.28498727735368956,0.05982582355168497,16.873,2.109,1.8965
2026-01-22T16:03:05.356096,68,17.0,0.6368038654327393,0.2875318066157761,0.06247633472169633,17.893,2.237,1.7884
2026-01-22T16:03:14.688901,72,18.0,0.6052547693252563,0.27989821882951654,0.0628549791745551,18.033,2.254,1.7745
2026-01-22T16:03:24.673117,76,19.0,0.5829833745956421,0.27735368956743,0.0617190458159788,17.249,2.156,1.8552
2026-01-22T16:03:34.131576,80,20.0,0.5619804859161377,0.2697201017811705,0.06209769026883756,17.883,2.235,1.7894
2026-01-22T16:03:43.829752,84,21.0,0.5464878082275391,0.26463104325699743,0.06020446800454373,16.936,2.117,1.8895
2026-01-22T16:03:53.574129,88,22.0,0.5343015193939209,0.26717557251908397,0.0617190458159788,17.107,2.138,1.8706
2026-01-22T16:04:03.153356,92,23.0,0.5252019762992859,0.2595419847328244,0.05868989019310867,17.299,2.162,1.8498
2026-01-22T16:04:12.898184,96,24.0,0.5165300369262695,0.26717557251908397,0.06134040136312003,16.843,2.105,1.8999
2026-01-22T16:04:22.594803,100,25.0,0.509231448173523,0.26208651399491095,0.06209769026883756,17.354,2.169,1.8439
2026-01-22T16:04:32.225121,104,26.0,0.5025728940963745,0.26208651399491095,0.06134040136312003,17.362,2.17,1.8431
2026-01-22T16:04:41.925737,108,27.0,0.49761146306991577,0.25190839694656486,0.06096175691026127,17.432,2.179,1.8357
2026-01-22T16:04:51.594066,112,28.0,0.4925380349159241,0.24173027989821882,0.05906853464596744,17.324,2.166,1.8471
2026-01-22T16:05:01.183666,116,29.0,0.48950672149658203,0.24427480916030533,0.05906853464596744,17.322,2.165,1.8473
2026-01-22T16:05:11.368194,120,30.0,0.4852127432823181,0.24173027989821882,0.05831124574024991,17.5,2.188,1.8285
2026-01-22T16:05:21.633704,124,31.0,0.48426783084869385,0.23918575063613232,0.05755395683453238,17.373,2.172,1.8419
2026-01-22T16:05:31.219801,128,32.0,0.4802125096321106,0.2340966921119593,0.054146156758803486,17.415,2.177,1.8375
2026-01-22T16:05:40.786358,132,33.0,0.47837209701538086,0.22646310432569974,0.05490344566452102,17.441,2.18,1.8347
2026-01-22T16:05:50.353386,136,34.0,0.4782794117927551,0.22646310432569974,0.054146156758803486,17.58,2.198,1.8202
2026-01-22T16:05:59.970420,140,35.0,0.47416821122169495,0.22137404580152673,0.050738356683074595,17.712,2.214,1.8067
2026-01-22T16:06:09.684451,144,36.0,0.47431880235671997,0.22137404580152673,0.051495645588792126,17.731,2.216,1.8048
2026-01-22T16:06:19.346593,148,37.0,0.47194650769233704,0.22137404580152673,0.05111700113593336,17.412,2.176,1.8378
2026-01-22T16:06:28.990163,152,38.0,0.4690054655075073,0.22137404580152673,0.050359712230215826,17.366,2.171,1.8427
2026-01-22T16:06:38.612764,156,39.0,0.46906334161758423,0.22137404580152673,0.050359712230215826,17.354,2.169,1.844
2026-01-22T16:06:48.224635,160,40.0,0.468323677778244,0.21628498727735368,0.050359712230215826,17.386,2.173,1.8406
2026-01-22T16:06:57.930658,164,41.0,0.46605855226516724,0.21628498727735368,0.049602423324498296,17.432,2.179,1.8357
2026-01-22T16:07:07.539518,168,42.0,0.4664425849914551,0.21628498727735368,0.050359712230215826,17.451,2.181,1.8337
2026-01-22T16:07:17.123513,172,43.0,0.4671350121498108,0.21882951653944022,0.04922377887163953,17.443,2.18,1.8346
2026-01-22T16:07:26.650503,176,44.0,0.46648722887039185,0.21628498727735368,0.048845134418780765,17.414,2.177,1.8376
2026-01-22T16:07:36.184971,180,45.0,0.46647652983665466,0.22137404580152673,0.05301022340022719,17.488,2.186,1.8298
2026-01-22T16:07:43.269929,180,45.0,0.468323677778244,0.21628498727735368,0.050359712230215826,17.551,2.194,1.8232
