timestamp,step,epoch,loss,learning_rate,grad_norm,samples_per_second,steps_per_second
2026-01-22T17:36:23.939453,1,0.25,3.018,0.0,24.80109405517578,,
2026-01-22T17:36:24.160462,2,0.5,2.4257,2.5000000000000004e-07,21.14658546447754,,
2026-01-22T17:36:24.394196,3,0.75,2.9161,5.000000000000001e-07,20.38484001159668,,
2026-01-22T17:36:24.641195,4,1.0,2.4535,7.5e-07,18.26981544494629,,
2026-01-22T17:36:33.178381,5,1.25,2.7056,1.0000000000000002e-06,19.146347045898438,,
2026-01-22T17:36:33.409364,6,1.5,2.8201,1.25e-06,20.8436279296875,,
2026-01-22T17:36:33.649693,7,1.75,2.498,1.5e-06,18.939224243164062,,
2026-01-22T17:36:33.913187,8,2.0,2.3458,1.75e-06,21.37043571472168,,
2026-01-22T17:36:43.929109,9,2.25,2.3796,2.0000000000000003e-06,19.814294815063477,,
2026-01-22T17:36:44.165312,10,2.5,2.5855,2.25e-06,19.55372428894043,,
2026-01-22T17:36:44.411452,11,2.75,2.696,2.5e-06,17.857744216918945,,
2026-01-22T17:36:44.669953,12,3.0,2.3932,2.7500000000000004e-06,18.33735466003418,,
2026-01-22T17:36:53.441369,13,3.25,2.2633,3e-06,16.694541931152344,,
2026-01-22T17:36:53.687238,14,3.5,2.474,3.2500000000000002e-06,16.23221206665039,,
2026-01-22T17:36:53.930246,15,3.75,2.2788,3.5e-06,16.056976318359375,,
2026-01-22T17:36:54.191595,16,4.0,2.4519,3.7500000000000005e-06,15.914573669433594,,
2026-01-22T17:37:02.508561,17,4.25,2.6152,4.000000000000001e-06,14.2343168258667,,
2026-01-22T17:37:02.737121,18,4.5,1.8036,4.25e-06,13.066997528076172,,
2026-01-22T17:37:02.957696,19,4.75,2.2992,4.5e-06,14.384977340698242,,
2026-01-22T17:37:03.189744,20,5.0,1.9478,4.75e-06,15.288094520568848,,
2026-01-22T17:37:11.738753,21,5.25,1.8804,5e-06,12.24463939666748,,
2026-01-22T17:37:11.968175,22,5.5,2.107,5.2500000000000006e-06,13.79014778137207,,
2026-01-22T17:37:12.197724,23,5.75,1.9049,5.500000000000001e-06,11.240056991577148,,
2026-01-22T17:37:12.437519,24,6.0,2.1116,5.75e-06,13.768767356872559,,
2026-01-22T17:37:20.820713,25,6.25,2.113,6e-06,12.74026107788086,,
2026-01-22T17:37:21.057766,26,6.5,1.7083,6.25e-06,11.066043853759766,,
2026-01-22T17:37:21.282431,27,6.75,1.8622,6.5000000000000004e-06,11.490938186645508,,
2026-01-22T17:37:21.527843,28,7.0,1.5253,6.750000000000001e-06,9.999464988708496,,
2026-01-22T17:37:30.059004,29,7.25,1.4915,7e-06,9.41574478149414,,
2026-01-22T17:37:30.296837,30,7.5,1.7129,7.25e-06,10.94029426574707,,
2026-01-22T17:37:30.526311,31,7.75,1.5594,7.500000000000001e-06,9.864130020141602,,
2026-01-22T17:37:30.765705,32,8.0,1.5659,7.75e-06,9.539774894714355,,
2026-01-22T17:37:39.304427,33,8.25,1.3948,8.000000000000001e-06,8.408097267150879,,
2026-01-22T17:37:39.527414,34,8.5,1.6309,8.25e-06,9.555115699768066,,
2026-01-22T17:37:39.754388,35,8.75,1.1897,8.5e-06,8.349170684814453,,
2026-01-22T17:37:39.992516,36,9.0,1.2593,8.750000000000001e-06,8.29967212677002,,
2026-01-22T17:37:48.236013,37,9.25,1.1264,9e-06,7.293267726898193,,
2026-01-22T17:37:48.473065,38,9.5,1.1494,9.250000000000001e-06,7.096971035003662,,
2026-01-22T17:37:48.702683,39,9.75,1.3938,9.5e-06,9.117234230041504,,
2026-01-22T17:37:48.940093,40,10.0,0.9982,9.75e-06,7.347552299499512,,
2026-01-22T17:37:57.216126,41,10.25,1.0805,1e-05,7.067555904388428,,
2026-01-22T17:37:57.453129,42,10.5,1.0195,9.999036202410324e-06,6.44003438949585,,
2026-01-22T17:37:57.695870,43,10.75,0.8626,9.996145181203616e-06,6.7091288566589355,,
2026-01-22T17:37:57.945157,44,11.0,0.9209,9.99132805092358e-06,7.073068141937256,,
2026-01-22T17:38:06.348023,45,11.25,0.91,9.984586668665641e-06,6.17916202545166,,
2026-01-22T17:38:06.581117,46,11.5,0.7457,9.975923633360985e-06,5.594528675079346,,
2026-01-22T17:38:06.806151,47,11.75,0.728,9.965342284774633e-06,5.68225622177124,,
2026-01-22T17:38:07.038635,48,12.0,0.9343,9.952846702217886e-06,6.6191205978393555,,
2026-01-22T17:38:15.456367,49,12.25,0.8128,9.938441702975689e-06,5.457099437713623,,
2026-01-22T17:38:15.689949,50,12.5,0.7775,9.922132840449459e-06,5.638856887817383,,
2026-01-22T17:38:15.908825,51,12.75,0.706,9.903926402016153e-06,5.696788311004639,,
2026-01-22T17:38:16.145638,52,13.0,0.4558,9.883829406604363e-06,4.62369441986084,,
2026-01-22T17:38:24.620261,53,13.25,0.5214,9.861849601988384e-06,4.6795735359191895,,
2026-01-22T17:38:24.852338,54,13.5,0.4222,9.8379954618013e-06,3.928626537322998,,
2026-01-22T17:38:25.081896,55,13.75,0.7348,9.812276182268236e-06,5.423717021942139,,
2026-01-22T17:38:25.327047,56,14.0,0.6394,9.784701678661045e-06,5.0534234046936035,,
2026-01-22T17:38:33.838088,57,14.25,0.452,9.755282581475769e-06,3.9495182037353516,,
2026-01-22T17:38:34.064571,58,14.5,0.3221,9.72403023233439e-06,3.5590057373046875,,
2026-01-22T17:38:34.286565,59,14.75,0.533,9.690956679612422e-06,4.8490071296691895,,
2026-01-22T17:38:34.527003,60,15.0,0.6621,9.656074673794018e-06,4.97833251953125,,
2026-01-22T17:38:43.148454,61,15.25,0.322,9.619397662556434e-06,3.322200059890747,,
2026-01-22T17:38:43.379524,62,15.5,0.5356,9.58093978558568e-06,4.5802178382873535,,
2026-01-22T17:38:43.605156,63,15.75,0.412,9.540715869125407e-06,3.9523582458496094,,
2026-01-22T17:38:43.853966,64,16.0,0.3931,9.498741420261109e-06,3.8329989910125732,,
2026-01-22T17:38:52.510129,65,16.25,0.381,9.45503262094184e-06,3.394683599472046,,
2026-01-22T17:38:52.744127,66,16.5,0.3076,9.409606321741776e-06,3.091698169708252,,
2026-01-22T17:38:52.969801,67,16.75,0.3742,9.362480035363987e-06,3.981625556945801,,
2026-01-22T17:38:53.200174,68,17.0,0.3157,9.31367192988896e-06,4.0762434005737305,,
